CONTENT,INITIATION DATE,RELEVANT DEPARTMENT,CATEGORY,,,,
5·18민주화운동 진상규명을 위한 특별법 일부개정법률안,2018.5.11.,국방부,외교/통일/국방,,,,
"화재예방, 소방시설 설치·유지 및 안전관리에 관한 법률 일부개정법률안",2018.5.11.,소방청,안전/환경,,,,
도로교통법 일부개정법률안,2018.5.11.,경찰청,행정,,,,
신용정보의 이용 및 보호에 관한 법률 일부개정법률안,2018.5.11.,금융위원회,경제민주화,,,,
게임산업진흥에 관한 법률 일부개정법률안,2018.5.11.,문화체육관광부,문화/예술/체육/언론,,,,
항공사업법 일부개정법률안,2018.5.11.,국토교통부,교통/건축/국토,,,,
조세특례제한법 일부개정법률안,2018.5.11.,기획재정부,행정,,,,
응급의료에 관한 법률 일부개정법률안,2018.5.11.,보건복지부,보건복지,,,,
인쇄문화산업 진흥법 일부개정법률안,2018.5.11.,문화체육관광부,문화/예술/체육/언론,,,,
환경개선비용 부담법 일부개정법률안,2018.5.11.,환경부,안전/환경,,,,
여신전문금융업법 일부개정법률안,2018.5.11.,금융위원회,경제민주화,,,,
방송문화진흥회법 일부개정법률안,2018.5.11.,방송통신위원회,문화/예술/체육/언론,,,,
신문 등의 진흥에 관한 법률 일부개정법률안,2018.5.11.,문화체육관광부,문화/예술/체육/언론,,,,
남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안,2018.5.11.,고용노동부,일자리,,,,
방송법 일부개정법률안,2018.5.11.,방송통신위원회,문화/예술/체육/언론,,,,
생명공학육성법 일부개정법률안,2018.5.11.,과학기술정보통신부,성장동력,,,,
한국교육방송공사법 일부개정법률안,2018.5.11.,방송통신위원회,문화/예술/체육/언론,,,,
혁신도시 조성 및 발전에 관한 특별법 일부개정법률안,2018.5.11.,국토교통부,교통/건축/국토,,,,
공동주택관리법 일부개정법률안,2018.5.11.,국토교통부,교통/건축/국토,,,,
고등교육법 일부개정법률안,2018.5.11.,교육부,육아/교육,,,,
헌법재판소법 일부개정법률안,2018.5.10.,법제처,정치개혁,,,,
조세특례제한법 일부개정법률안,2018.5.10.,기획재정부,행정,,,,
국가교육위원회의 설치 및 운영에 관한 법률안,2018.5.10.,교육부,육아/교육,,,,
정부조직법 일부개정법률안,2018.5.10.,행정안전부,행정,,,,
청소년 보호법 일부개정법률안,2018.5.10.,여성가족부,인권/성평등,,,,
국가인권위원회법 일부개정법률안,2018.5.10.,국가인권위원회,인권/성평등,,,,
5·18민주화운동 진상규명을 위한 특별법 일부개정법률안,2018.5.10.,국방부,외교/통일/국방,,,,
동물보호법 일부개정법률안,2018.5.10.,농림축산식품부,농산어촌,,,,
국유재산법 일부개정법률안,2018.5.10.,기획재정부,행정,,,,
고등교육법 일부개정법률안,2018.5.10.,교육부,육아/교육,,,,
경제사회발전노사정위원회법 전부개정법률안,2018.5.10.,고용노동부,일자리,,,,
아동학대범죄의 처벌 등에 관한 특례법 일부개정법률안,2018.5.10.,법무부,정치개혁,,,,
게임산업진흥에 관한 법률 일부개정법률안,2018.5.10.,문화체육관광부,문화/예술/체육/언론,,,,
고등교육법 일부개정법률안,2018.5.10.,교육부,육아/교육,,,,
빈집 및 소규모주택 정비에 관한 특례법 일부개정법률안,2018.5.10.,국토교통부,교통/건축/국토,,,,
지방세특례제한법 일부개정법률안,2018.5.10.,행정안전부,행정,,,,
대외무역법 일부개정법률안,2018.5.10.,산업통상자원부,성장동력,,,,
고용보험법 일부개정법률안,2018.5.10.,고용노동부,일자리,,,,
아시아문화중심도시 조성에 관한 특별법 일부개정법률안,2018.5.10.,문화체육관광부,문화/예술/체육/언론,,,,
모자보건법 일부개정법률안,2018.5.10.,보건복지부,보건복지,,,,
남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안,2018.5.10.,고용노동부,일자리,,,,
지방세특례제한법 일부개정법률안,2018.5.10.,행정안전부,행정,,,,
장애인활동 지원에 관한 법률 일부개정법률안,2018.5.10.,보건복지부,보건복지,,,,
의료 해외진출 및 외국인환자 유치 지원에 관한 법률 일부개정법률안,2018.5.10.,보건복지부,보건복지,,,,
중소기업창업 지원법 일부개정법률안,2018.5.10.,중소벤처기업부,일자리,,,,
중소기업제품 구매촉진 및 판로지원에 관한 법률 일부개정법률안,2018.5.10.,중소벤처기업부,일자리,,,,
남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안,2018.5.9.,고용노동부,일자리,,,,
수입식품안전관리 특별법 일부개정법률안,2018.5.9.,식품의약품안전처,안전/환경,,,,
재외동포의 출입국과 법적 지위에 관한 법률 일부개정법률안,2018.5.9.,법무부,정치개혁,,,,
지방세특례제한법 일부개정법률안,2018.5.9.,행정안전부,행정,,,,
통신비밀보호법 일부개정법률안,2018.5.9.,과학기술정보통신부,성장동력,,,,
수표법 일부개정법률안,2018.5.9.,법무부,정치개혁,,,,
산업안전보건법 일부개정법률안,2018.5.9.,고용노동부,일자리,,,,
어음법 일부개정법률안,2018.5.9.,법무부,정치개혁,,,,
가짜뉴스대책위원회의 구성 및 운영에 관한 법률안,2018.5.9.,방송통신위원회,문화/예술/체육/언론,,,,
언론중재 및 피해구제 등에 관한 법률 일부개정법률안,2018.5.9.,문화체육관광부,문화/예술/체육/언론,,,,
집합건물의 소유 및 관리에 관한 법률 일부개정법률안,2018.5.9.,법무부,정치개혁,,,,
정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안,2018.5.9.,방송통신위원회,문화/예술/체육/언론,,,,
재건축초과이익 환수에 관한 법률 폐지법률안,2018.5.9.,국토교통부,교통/건축/국토,,,,
항공안전법 일부개정법률안,2018.5.9.,국토교통부,교통/건축/국토,,,,
국가인권위원회법 일부개정법률안,2018.5.9.,국가인권위원회,인권/성평등,,,,
국회법 일부개정법률안,2018.5.9.,법제처,정치개혁,,,,
부정청탁 및 금품등 수수의 금지에 관한 법률 일부개정법률안,2018.5.9.,국민권익위원회,인권/성평등,,,,
정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안,2018.5.9.,과학기술정보통신부,성장동력,,,,
경찰법 일부개정법률안,2018.5.9.,경찰청,행정,,,,
신문 등의 진흥에 관한 법률 일부개정법률안,2018.5.9.,문화체육관광부,문화/예술/체육/언론,,,,
경찰법 일부개정법률안,2018.5.8.,경찰청,행정,,,,
녹색제품 구매촉진에 관한 법률 일부개정법률안,2018.5.8.,환경부,안전/환경,,,,
형사소송법 일부개정법률안,2018.5.8.,법무부,정치개혁,,,,
문화산업진흥 기본법 일부개정법률안,2018.5.8.,문화체육관광부,문화/예술/체육/언론,,,,
방송법 일부개정법률안,2018.5.8.,방송통신위원회,문화/예술/체육/언론,,,,
법원조직법 일부개정법률안,2018.5.8.,법제처,정치개혁,,,,
선원법 일부개정법률안,2018.5.8.,해양수산부,농산어촌,,,,
콘텐츠산업 진흥법 일부개정법률안,2018.5.8.,문화체육관광부,문화/예술/체육/언론,,,,
국립묘지의 설치 및 운영에 관한 법률 일부개정법률안,2018.5.8.,국가보훈처,보건복지,,,,
국가유공자 등 예우 및 지원에 관한 법률 일부개정법률안,2018.5.8.,국가보훈처,보건복지,,,,
형법 일부개정법률안,2018.5.8.,법무부,정치개혁,,,,
조세특례제한법 일부개정법률안,2018.5.8.,기획재정부,행정,,,,
실내공기질 관리법 일부개정법률안,2018.5.8.,환경부,안전/환경,,,,
교원의 지위 향상 및 교육활동 보호를 위한 특별법 일부개정법률안,2018.5.8.,교육부,육아/교육,,,,
교육공무원법 일부개정법률안,2018.5.8.,교육부,육아/교육,,,,
사립학교법 일부개정법률안,2018.5.8.,교육부,육아/교육,,,,
교육환경 보호에 관한 법률 일부개정법률안,2018.5.8.,교육부,육아/교육,,,,
효행 장려 및 지원에 관한 법률 일부개정법률안,2018.5.8.,보건복지부,보건복지,,,,
사회서비스 관리 및 지원에 관한 법률안,2018.5.4.,보건복지부,보건복지,,,,
초·중등교육법 일부개정법률안,2018.5.4.,교육부,육아/교육,,,,
국민연금법 일부개정법률안,2018.5.4.,보건복지부,보건복지,,,,
아동복지법 일부개정법률안,2018.5.4.,보건복지부,보건복지,,,,
국제문화교류 진흥법 일부개정법률안,2018.5.4.,문화체육관광부,문화/예술/체육/언론,,,,
도로교통법 일부개정법률안,2018.5.4.,경찰청,행정,,,,
공직선거법 일부개정법률안,2018.5.4.,법제처,정치개혁,,,,
교통약자의 이동편의 증진법 일부개정법률안,2018.5.4.,국토교통부,교통/건축/국토,,,,
체육시설의 설치·이용에 관한 법률 일부개정법률안,2018.5.4.,문화체육관광부,문화/예술/체육/언론,,,,
문화예술진흥법 일부개정법률안,2018.5.4.,문화체육관광부,문화/예술/체육/언론,,,,
학교폭력예방 및 대책에 관한 법률 일부개정법률안,2018.5.4.,교육부,육아/교육,,,,
장애인복지법 일부개정법률안,2018.5.4.,보건복지부,보건복지,,,,
어린이 식생활안전관리 특별법 일부개정법률안,2018.5.4.,식품의약품안전처,안전/환경,,,,
경제자유구역의 지정 및 운영에 관한 특별법 일부개정법률안,2018.5.4.,산업통상자원부,성장동력,,,,
아동복지법 일부개정법률안,2018.5.4.,보건복지부,보건복지,,,,
공직선거법 일부개정법률안,2018.5.4.,법제처,정치개혁,,,,
노인장기요양보험법 일부개정법률안,2018.5.4.,보건복지부,보건복지,,,,
교육관련기관의 정보공개에 관한 특례법 일부개정법률안,2018.5.4.,교육부,육아/교육,,,,
중소기업 인력지원 특별법 일부개정법률안,2018.5.4.,중소벤처기업부,일자리,,,,
기간제 및 단시간근로자 보호 등에 관한 법률 일부개정법률안,2018.5.4.,고용노동부,일자리,,,,
학교용지 확보 등에 관한 특례법 일부개정법률안,2018.5.4.,교육부,육아/교육,,,,
자율방범대 설치 및 지원에 관한 법률안,2018.5.4.,경찰청,행정,,,,
수산업·어촌 발전 기본법 일부개정법률안,2018.5.4.,해양수산부,농산어촌,,,,
국가재정법 일부개정법률안,2018.5.4.,기획재정부,행정,,,,
응급의료에 관한 법률 일부개정법률안,2018.5.4.,보건복지부,보건복지,,,,
군사기밀 보호법 일부개정법률안,2018.5.4.,국방부,외교/통일/국방,,,,
학교체육 진흥법 일부개정법률안,2018.5.4.,교육부,육아/교육,,,,
산업재해보상보험법 일부개정법률안,2018.5.3.,고용노동부,일자리,,,,
여성기업지원에 관한 법률 일부개정법률안,2018.5.3.,중소벤처기업부,일자리,,,,
국회법 일부개정법률안,2018.5.3.,,#N/A,,,,
문화재보호기금법 일부개정법률안,2018.5.3.,문화재청,문화/예술/체육/언론,,,,
성폭력범죄의 처벌 등에 관한 특례법 일부개정법률안,2018.5.3.,법무부,정치개혁,,,,
사회복지사업법 일부개정법률안,2018.5.3.,보건복지부,보건복지,,,,
성폭력범죄의 처벌 등에 관한 특례법 일부개정법률안,2018.5.3.,법무부,정치개혁,,,,
공익사업을 위한 토지 등의 취득 및 보상에 관한 법률 일부개정법률안,2018.5.3.,국토교통부,교통/건축/국토,,,,
장애인·고령자 등 주거약자 지원에 관한 법률 일부개정법률안,2018.5.3.,국토교통부,교통/건축/국토,,,,
건축법 일부개정법률안,2018.5.3.,국토교통부,교통/건축/국토,,,,
관광진흥개발기금법 일부개정법률안,2018.5.3.,문화체육관광부,문화/예술/체육/언론,,,,
사회보장급여의 이용·제공 및 수급권자 발굴에 관한 법률 일부개정법률안,2018.5.3.,보건복지부,보건복지,,,,
교통약자의 이동편의 증진법 일부개정법률안,2018.5.3.,국토교통부,교통/건축/국토,,,,
수산물 유통의 관리 및 지원에 관한 법률 일부개정법률안,2018.5.3.,해양수산부,농산어촌,,,,
중소기업창업 지원법 일부개정법률안,2018.5.3.,중소벤처기업부,일자리,,,,
공직선거법 일부개정법률안,2018.5.3.,법제처,정치개혁,,,,
국유재산특례제한법 일부개정법률안,2018.5.3.,기획재정부,행정,,,,
지방자치단체 출자·출연 기관의 운영에 관한 법률 일부개정법률안,2018.5.3.,행정안전부,행정,,,,
지방공기업법 일부개정법률안,2018.5.3.,행정안전부,행정,,,,
국적법 일부개정법률안,2018.5.3.,법무부,정치개혁,,,,
농지법 일부개정법률안,2018.5.3.,농림축산식품부,농산어촌,,,,
가정폭력방지 및 피해자보호 등에 관한 법률 일부개정법률안,2018.5.3.,여성가족부,인권/성평등,,,,
제대군인지원에 관한 법률 일부개정법률안,2018.5.3.,국가보훈처,보건복지,,,,
소방기본법 일부개정법률안,2018.5.3.,소방청,안전/환경,,,,
국민건강보험법 일부개정법률안,2018.5.3.,보건복지부,보건복지,,,,
초·중등교육법 일부개정법률안,2018.5.3.,교육부,육아/교육,,,,
수도권 대기환경개선에 관한 특별법 일부개정법률안,2018.5.3.,환경부,안전/환경,,,,
공공기관의 운영에 관한 법률 일부개정법률안,2018.5.3.,기획재정부,행정,,,,
산업집적활성화 및 공장설립에 관한 법률 일부개정법률안,2018.5.3.,산업통상자원부,성장동력,,,,
식생활교육지원법 일부개정법률안,2018.5.3.,농림축산식품부,농산어촌,,,,
지방문화원진흥법 일부개정법률안,2018.5.3.,문화체육관광부,문화/예술/체육/언론,,,,
문화재수리 등에 관한 법률 일부개정법률안,2018.5.3.,문화재청,문화/예술/체육/언론,,,,
유통산업발전법 일부개정법률안,2018.5.3.,산업통상자원부,성장동력,,,,
평생교육법 일부개정법률안,2018.5.3.,교육부,육아/교육,,,,
관광진흥법 일부개정법률안,2018.5.3.,문화체육관광부,문화/예술/체육/언론,,,,
국회법 일부개정법률안,2018.5.2.,법제처,정치개혁,,,,
공직선거법 일부개정법률안,2018.5.2.,법제처,정치개혁,,,,
국가과학기술자문회의법 일부개정법률안,2018.5.2.,과학기술정보통신부,성장동력,,,,
조세특례제한법 일부개정법률안,2018.5.2.,기획재정부,행정,,,,
발전소주변지역 지원에 관한 법률 일부개정법률안,2018.5.2.,산업통상자원부,성장동력,,,,
원자력발전소 가동 중단 등에 따른 피해조사 및 보상에 관한 특별법안,2018.5.2.,산업통상자원부,성장동력,,,,
폐기물관리법 일부개정법률안,2018.5.2.,환경부,안전/환경,,,,
석면안전관리법 일부개정법률안,2018.5.2.,환경부,안전/환경,,,,
생명공학육성법 일부개정법률안,2018.5.2.,과학기술정보통신부,성장동력,,,,
지진·화산재해대책법 일부개정법률안,2018.5.2.,행정안전부,행정,,,,
국토의 계획 및 이용에 관한 법률 일부개정법률안,2018.5.2.,국토교통부,교통/건축/국토,,,,
보조금 관리에 관한 법률 일부개정법률안,2018.5.2.,기획재정부,행정,,,,
조세특례제한법 일부개정법률안,2018.5.2.,기획재정부,행정,,,,
한부모가족지원법 일부개정법률안,2018.5.2.,여성가족부,인권/성평등,,,,
남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안,2018.5.2.,고용노동부,일자리,,,,
국회법 일부개정법률안,2018.5.2.,법제처,정치개혁,,,,
조세특례제한법 일부개정법률안,2018.5.2.,기획재정부,행정,,,,
양성평등기본법 일부개정법률안,2018.5.2.,여성가족부,인권/성평등,,,,
근로자퇴직급여 보장법 일부개정법률안,2018.5.2.,고용노동부,일자리,,,,
잔류성유기오염물질 관리법 일부개정법률안,2018.5.2.,환경부,안전/환경,,,,
산업안전보건법 일부개정법률안,2018.5.2.,고용노동부,일자리,,,,
대기환경보전법 일부개정법률안,2018.5.2.,환경부,안전/환경,,,,
금융실명거래 및 비밀보장에 관한 법률 일부개정법률안,2018.5.2.,금융위원회,경제민주화,,,,
자동차관리법 일부개정법률안,2018.5.2.,국토교통부,교통/건축/국토,,,,
정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안,2018.5.1.,과학기술정보통신부,성장동력,,,,
병역법 일부개정법률안,2018.5.1.,병무청,외교/통일/국방,,,,
동물보호법 일부개정법률안,2018.5.1.,농림축산식품부,농산어촌,,,,
한국사학진흥재단법 일부개정법률안,2018.5.1.,교육부,육아/교육,,,,
국유재산특례제한법 일부개정법률안,2018.5.1.,기획재정부,행정,,,,
녹색건축물 조성 지원법 일부개정법률안,2018.5.1.,국토교통부,교통/건축/국토,,,,
초·중등교육법 일부개정법률안,2018.5.1.,교육부,육아/교육,,,,
최저임금법 일부개정법률안,2018.5.1.,고용노동부,일자리,,,,
지방자치법 일부개정법률안,2018.5.1.,행정안전부,행정,,,,
공직선거법 일부개정법률안,2018.5.1.,법제처,정치개혁,,,,
신문 등의 진흥에 관한 법률 일부개정법률안,2018.5.1.,문화체육관광부,문화/예술/체육/언론,,,,
농지법 일부개정법률안,2018.5.1.,농림축산식품부,농산어촌,,,,
중소기업 기술혁신 촉진법 일부개정법률안,2018.5.1.,중소벤처기업부,일자리,,,,
성폭력범죄의 처벌 등에 관한 특례법 일부개정법률안,2018.5.1.,법무부,정치개혁,,,,
신문 등의 진흥에 관한 법률 일부개정법률안,2018.5.1.,문화체육관광부,문화/예술/체육/언론,,,,
농업·농촌 및 식품산업 기본법 일부개정법률안,2018.4.30.,농림축산식품부,농산어촌,,,,
농림수산업자 신용보증법 일부개정법률안,2018.4.30.,금융위원회,경제민주화,,,,
2023 새만금 세계스카우트잼버리 지원 특별법안,2018.4.30.,여성가족부,인권/성평등,,,,
농어업인의 안전보험 및 안전재해예방에 관한 법률 일부개정법률안,2018.4.30.,농림축산식품부,농산어촌,,,,
위험물안전관리법 일부개정법률안,2018.4.30.,소방청,안전/환경,,,,
의무소방대설치법 일부개정법률안,2018.4.30.,소방청,안전/환경,,,,
신문 등의 진흥에 관한 법률 일부개정법률안,2018.4.30.,문화체육관광부,문화/예술/체육/언론,,,,
"화재예방, 소방시설 설치·유지 및 안전관리에 관한 법률 일부개정법률안",2018.4.30.,소방청,안전/환경,,,,
소방산업의 진흥에 관한 법률 일부개정법률안,2018.4.30.,소방청,안전/환경,,,,
다중이용업소의 안전관리에 관한 특별법 일부개정법률안,2018.4.30.,소방청,안전/환경,,,,
소방기본법 일부개정법률안,2018.4.30.,소방청,안전/환경,,,,
민원 처리에 관한 법률 일부개정법률안,2018.4.30.,행정안전부,행정,,,,
공직선거법 일부개정법률안,2018.4.30.,법제처,정치개혁,,,,
가족관계의 등록 등에 관한 법률 일부개정법률안,2018.4.30.,법무부,정치개혁,,,,
조세특례제한법 일부개정법률안,2018.4.30.,기획재정부,행정,,,,
유료도로법 일부개정법률안,2018.4.30.,국토교통부,교통/건축/국토,,,,
감염병의 예방 및 관리에 관한 법률 일부개정법률안,2018.4.30.,보건복지부,보건복지,,,,
환자안전법 일부개정법률안,2018.4.30.,보건복지부,보건복지,,,,
한국도로공사법 일부개정법률안,2018.4.30.,국토교통부,교통/건축/국토,,,,
의용소방대 설치 및 운영에 관한 법률 일부개정법률안,2018.4.30.,소방청,안전/환경,,,,
소방시설공사업법 일부개정법률안,2018.4.30.,소방청,안전/환경,,,,
소방공무원법 일부개정법률안,2018.4.30.,소방청,안전/환경,,,,
도시 및 주거환경정비법 일부개정법률안,2018.4.30.,국토교통부,교통/건축/국토,,,,
119구조·구급에 관한 법률 일부개정법률안,2018.4.30.,소방청,안전/환경,,,,
대한소방공제회법 일부개정법률안,2018.4.30.,소방청,안전/환경,,,,
재난 및 안전관리 기본법 일부개정법률안,2018.4.30.,행정안전부,행정,,,,
여권법 일부개정법률안,2018.4.30.,외교부,외교/통일/국방,,,,
의료급여법 일부개정법률안,2018.4.30.,보건복지부,보건복지,,,,
국민건강보험법 일부개정법률안,2018.4.30.,보건복지부,보건복지,,,,
정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안,2018.4.30.,과학기술정보통신부,성장동력,,,,
폐기물관리법 일부개정법률안,2018.4.30.,환경부,안전/환경,,,,
도로교통법 일부개정법률안,2018.4.30.,경찰청,행정,,,,
유아교육법 일부개정법률안,2018.4.30.,교육부,육아/교육,,,,
초·중등교육법 일부개정법률안,2018.4.30.,교육부,육아/교육,,,,
바르게살기운동조직 육성법 일부개정법률안,2018.4.30.,행정안전부,행정,,,,
새마을운동조직 육성법 일부개정법률안,2018.4.30.,행정안전부,행정,,,,
한국자유총연맹 육성에 관한 법률 일부개정법률안,2018.4.30.,행정안전부,행정,,,,
대부업 등의 등록 및 금융이용자 보호에 관한 법률 일부개정법률안,2018.4.30.,금융위원회,경제민주화,,,,
우편대체법 일부개정법률안,2018.4.30.,과학기술정보통신부,성장동력,,,,
우편환법 일부개정법률안,2018.4.30.,과학기술정보통신부,성장동력,,,,
우편법 일부개정법률안,2018.4.30.,과학기술정보통신부,성장동력,,,,
형법 일부개정법률안,2018.4.30.,법무부,정치개혁,,,,
장애인활동 지원에 관한 법률 일부개정법률안,2018.4.30.,보건복지부,보건복지,,,,
장애인차별금지 및 권리구제 등에 관한 법률 일부개정법률안,2018.4.30.,보건복지부,보건복지,,,,
아동·청소년의 성보호에 관한 법률 일부개정법률안,2018.4.30.,여성가족부,인권/성평등,,,,
성폭력범죄의 처벌 등에 관한 특례법 일부개정법률안,2018.4.30.,법무부,정치개혁,,,,
장애인복지법 일부개정법률안,2018.4.30.,보건복지부,보건복지,,,,
노인장기요양보험법 일부개정법률안,2018.4.30.,보건복지부,보건복지,,,,
사회서비스 이용 및 이용권 관리에 관한 법률 일부개정법률안,2018.4.30.,보건복지부,보건복지,,,,
남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안,2018.4.30.,고용노동부,일자리,,,,
노인복지법 일부개정법률안,2018.4.30.,보건복지부,보건복지,,,,
아동복지법 일부개정법률안,2018.4.30.,보건복지부,보건복지,,,,
철도안전법 일부개정법률안,2018.4.30.,국토교통부,교통/건축/국토,,,,
항공보안법 일부개정법률안,2018.4.30.,국토교통부,교통/건축/국토,,,,
공동주택관리법 일부개정법률안,2018.4.30.,국토교통부,교통/건축/국토,,,,
교원의 지위 향상 및 교육활동 보호를 위한 특별법 일부개정법률안,2018.4.30.,교육부,육아/교육,,,,
형법 일부개정법률안,2018.4.30.,법무부,정치개혁,,,,
대한민국국기법 일부개정법률안,2018.4.30.,행정안전부,행정,,,,
화학물질관리법 일부개정법률안,2018.4.30.,환경부,안전/환경,,,,
야생생물 보호 및 관리에 관한 법률 일부개정법률안,2018.4.27.,환경부,안전/환경,,,,
항만법 일부개정법률안,2018.4.27.,해양수산부,농산어촌,,,,
남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안,2018.4.27.,고용노동부,일자리,,,,
예비군법 일부개정법률안,2018.4.27.,국방부,외교/통일/국방,,,,
근로기준법 일부개정법률안,2018.4.27.,고용노동부,일자리,,,,
지방세특례제한법 일부개정법률안,2018.4.27.,행정안전부,행정,,,,
공직선거법 일부개정법률안,2018.4.27.,법제처,정치개혁,,,,
직장 내 괴롭힘 방지 및 피해근로자 보호 등에 관한 법률안,2018.4.27.,고용노동부,일자리,,,,
노동위원회법 일부개정법률안,2018.4.27.,고용노동부,일자리,,,,
국가를 당사자로 하는 계약에 관한 법률 일부개정법률안,2018.4.27.,기획재정부,행정,,,,
독립유공자예우에 관한 법률 일부개정법률안,2018.4.27.,국가보훈처,보건복지,,,,
조세특례제한법 일부개정법률안,2018.4.27.,기획재정부,행정,,,,
산업재해보상보험법 일부개정법률안,2018.4.27.,고용노동부,일자리,,,,
지방공무원법 일부개정법률안,2018.4.27.,행정안전부,행정,,,,
국가공무원법 일부개정법률안,2018.4.27.,인사혁신처,행정,,,,
부동산소유권 이전등기 등에 관한 특별조치법안,2018.4.26.,법무부,정치개혁,,,,
조세특례제한법 일부개정법률안,2018.4.26.,기획재정부,행정,,,,
도로교통법 일부개정법률안,2018.4.26.,경찰청,행정,,,,
주세법 일부개정법률안,2018.4.26.,기획재정부,행정,,,,
채용절차의 공정화에 관한 법률 일부개정법률안,2018.4.26.,고용노동부,일자리,,,,
조세특례제한법 일부개정법률안,2018.4.26.,기획재정부,행정,,,,
상가건물 임대차보호법 일부개정법률안,2018.4.26.,법무부,정치개혁,,,,
학교보건법 일부개정법률안,2018.4.26.,교육부,육아/교육,,,,
공익신고자 보호법 일부개정법률안,2018.4.26.,국민권익위원회,인권/성평등,,,,
항만공사법 일부개정법률안,2018.4.26.,해양수산부,농산어촌,,,,
기업구조조정 촉진법 일부개정법률안,2018.4.26.,금융위원회,경제민주화,,,,
국유재산특례제한법 일부개정법률안,2018.4.26.,기획재정부,행정,,,,
청년고용촉진 특별법 일부개정법률안,2018.4.26.,고용노동부,일자리,,,,
신에너지 및 재생에너지 개발·이용·보급 촉진법 일부개정법률안,2018.4.26.,산업통상자원부,성장동력,,,,
공간정보의 구축 및 관리 등에 관한 법률 일부개정법률안,2018.4.26.,국토교통부,교통/건축/국토,,,,
물류정책기본법 일부개정법률안,2018.4.26.,국토교통부,교통/건축/국토,,,,
액화석유가스의 안전관리 및 사업법 일부개정법률안,2018.4.26.,산업통상자원부,성장동력,,,,
대기환경보전법 일부개정법률안,2018.4.26.,환경부,안전/환경,,,,
물환경보전법 일부개정법률안,2018.4.26.,환경부,안전/환경,,,,
지역특화작목 연구개발 및 육성에 관한 법률안,2018.4.26.,농촌진흥청,농산어촌,,,,
신문 등의 진흥에 관한 법률 일부개정법률안,2018.4.26.,문화체육관광부,문화/예술/체육/언론,,,,
환경친화적 자동차의 개발 및 보급 촉진에 관한 법률 일부개정법률안,2018.4.26.,산업통상자원부,성장동력,,,,
지방세특례제한법 일부개정법률안,2018.4.26.,행정안전부,행정,,,,
항공보안법 일부개정법률안,2018.4.26.,국토교통부,교통/건축/국토,,,,
의료법 일부개정법률안,2018.4.25.,보건복지부,보건복지,,,,
초·중등교육법 일부개정법률안,2018.4.25.,교육부,육아/교육,,,,
자본시장과 금융투자업에 관한 법률 일부개정법률안,2018.4.25.,금융위원회,경제민주화,,,,
성폭력범죄의 처벌 등에 관한 특례법 일부개정법률안,2018.4.25.,법무부,정치개혁,,,,
교원의 지위 향상 및 교육활동 보호를 위한 특별법 일부개정법률안,2018.4.25.,교육부,육아/교육,,,,
정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안,2018.4.25.,과학기술정보통신부,성장동력,,,,
교통약자의 이동편의 증진법 일부개정법률안,2018.4.25.,국토교통부,교통/건축/국토,,,,
정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안,2018.4.25.,방송통신위원회,문화/예술/체육/언론,,,,
청년의 날 제정에 관한 법률안,2018.4.25.,여성가족부,인권/성평등,,,,
환경보건법 일부개정법률안,2018.4.25.,환경부,안전/환경,,,,
도시 및 주거환경정비법 일부개정법률안,2018.4.25.,국토교통부,교통/건축/국토,,,,
가축분뇨의 관리 및 이용에 관한 법률 일부개정법률안,2018.4.25.,환경부,안전/환경,,,,
국가유공자 등 예우 및 지원에 관한 법률 일부개정법률안,2018.4.25.,국가보훈처,보건복지,,,,
참전유공자 예우 및 단체설립에 관한 법률 일부개정법률안,2018.4.25.,국가보훈처,보건복지,,,,
고엽제후유의증 등 환자지원 및 단체설립에 관한 법률 일부개정법률안,2018.4.25.,국가보훈처,보건복지,,,,
공공기관의 운영에 관한 법률 일부개정법률안,2018.4.25.,기획재정부,행정,,,,
경찰관 직무집행법 일부개정법률안,2018.4.25.,경찰청,행정,,,,
공중위생관리법 일부개정법률안,2018.4.25.,보건복지부,보건복지,,,,
정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안,2018.4.25.,과학기술정보통신부,성장동력,,,,
국회법 일부개정법률안,2018.4.24.,법제처,정치개혁,,,,
근로기준법 일부개정법률안,2018.4.24.,고용노동부,일자리,,,,
최저임금법 일부개정법률안,2018.4.24.,고용노동부,일자리,,,,
공직선거법 일부개정법률안,2018.4.24.,법제처,정치개혁,,,,
항만공사법 일부개정법률안,2018.4.24.,해양수산부,농산어촌,,,,
수산업·어촌 발전 기본법 일부개정법률안,2018.4.24.,해양수산부,농산어촌,,,,
지방세법 일부개정법률안,2018.4.24.,행정안전부,행정,,,,
사립학교법 일부개정법률안,2018.4.24.,교육부,육아/교육,,,,
